source	relative_path	decision	action	target	title	reason	char_count
A	feedback/Release-Changelogs/Minecraft-1-21-84-Xbox-Only.md	无需更新	none			不属于当前站点翻译范围	489
A	feedback/Release-Changelogs/Minecraft-1-21-92-Bedrock.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	1918
A	feedback/Release-Changelogs/Minecraft-1-21-93-94-Bedrock.md	无需更新	none		Bug Fixes and Features	基岩日志但未到本批次翻译范围	2704
A	feedback/Release-Changelogs/Minecraft-1-4-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	7963
A	feedback/Release-Changelogs/Minecraft-1-4-1-Android-Only.md	无需更新	none			不属于当前站点翻译范围	491
A	feedback/Release-Changelogs/Minecraft-1-4-1-Switch-Day-One-Update.md	无需更新	none			不属于当前站点翻译范围	19265
A	feedback/Release-Changelogs/Minecraft-1-4-2-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	593
A	feedback/Release-Changelogs/Minecraft-1-4-3-iOS-Only.md	无需更新	none			不属于当前站点翻译范围	1303
A	feedback/Release-Changelogs/Minecraft-1-4-4-Android-Only.md	无需更新	none			不属于当前站点翻译范围	392
A	feedback/Release-Changelogs/Minecraft-1-5-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	17854
A	feedback/Release-Changelogs/Minecraft-1-5-1-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	1155
A	feedback/Release-Changelogs/Minecraft-1-5-2-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	492
A	feedback/Release-Changelogs/Minecraft-1-5-3-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	1966
A	feedback/Release-Changelogs/Minecraft-1-6-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	11259
A	feedback/Release-Changelogs/Minecraft-1-6-1-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	3117
A	feedback/Release-Changelogs/Minecraft-1-6-2-Bedrock.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	643
A	feedback/Release-Changelogs/Minecraft-1-7-0-Bedrock.md	无需更新	none		New Features:	基岩日志但未到本批次翻译范围	10202
A	feedback/Release-Changelogs/Minecraft-1-7-1-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	713
A	feedback/Release-Changelogs/Minecraft-1-8-0-Bedrock.md	无需更新	none		**New Features:**	基岩日志但未到本批次翻译范围	13108
A	feedback/Release-Changelogs/Minecraft-1-8-1-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	539
A	feedback/Release-Changelogs/Minecraft-1-9-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	13481
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-111-The-Copper-Age.md	无需更新	none			基岩日志但未到本批次翻译范围	43348
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-130-Mounts-of-Mayhem.md	无需更新	none			基岩日志但未到本批次翻译范围	64718
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-40-Bundles-of-Bravery.md	无需更新	none			基岩日志但未到本批次翻译范围	36922
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-50-The-Garden-Awakens.md	无需更新	none		New Features	基岩日志但未到本批次翻译范围	48231
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-70-Spring-to-Life.md	无需更新	none			基岩日志但未到本批次翻译范围	57840
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-90-Chase-the-Skies.md	无需更新	none			基岩日志但未到本批次翻译范围	72998
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-1-21-Tricky-Trials.md	无需更新	none			基岩日志但未到本批次翻译范围	52116
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-0-Changelog.md	无需更新	none			基岩日志但未到本批次翻译范围	49503
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-1-Changelog.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	720
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-10-Tiny-Takeover.md	无需更新	none		Drop 1 2026	基岩日志但未到本批次翻译范围	55508
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-11-Hotfix-Changelog.md	无需更新	none		Gameplay	基岩日志但未到本批次翻译范围	743
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-12-Hotfix-Changelog.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	813
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-13-Hotfix-Changelog.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	877
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-2-Changelog.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	737
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-20-Changelog.md	翻译	create	docs/translations/help-center/changelogs/Minecraft-Bedrock-Edition-26-20-Changelog.md		最新基岩正式版日志且尚未翻译	59322
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-21-Hotfix-Changelog.md	翻译	create	docs/translations/help-center/changelogs/Minecraft-Bedrock-Edition-26-21-Hotfix-Changelog.md	Fixes:	最新基岩正式版日志且尚未翻译	1021
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-23-Hotfix-Changelog.md	无需更新	none		Fixes:[](https://dev.azure.com/dev-mc/Minecraft/_wiki/wikis/Minecraft.wiki/36037/R26U2-Hotfix-3?anchor=fixes%3A)	已有翻译页面	907
A	feedback/Release-Changelogs/Minecraft-Bedrock-Edition-26-3-Changelog.md	无需更新	none		Fixes:	基岩日志但未到本批次翻译范围	855
A	feedback/Release-Changelogs/Minecraft-Buzzy-Bees-1-14-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	7628
A	feedback/Release-Changelogs/Minecraft-Caves-Cliffs-Part-1-1-17-Java.md	无需更新	none			非基岩正式版更新日志	82393
A	feedback/Release-Changelogs/Minecraft-Caves-Cliffs-Part-I-1-17-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	30095
A	feedback/Release-Changelogs/Minecraft-Caves-Cliffs-Part-II-1-18-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	18101
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-13-Update-Aquatic.md	无需更新	none		GENERAL	非基岩正式版更新日志	3807
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-14-1.md	无需更新	none		CHANGES IN 1.14.1	非基岩正式版更新日志	6834
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-14-2.md	无需更新	none		**28 May 2019**	非基岩正式版更新日志	5461
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-14-3.md	无需更新	none		**28 May 2019**	非基岩正式版更新日志	9477
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-14-4.md	无需更新	none			非基岩正式版更新日志	8686
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-15-1.md	无需更新	none		CHANGES IN 1.15.1	非基岩正式版更新日志	1556
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-15-2.md	无需更新	none		CHANGES IN 1.15.2	非基岩正式版更新日志	5271
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-16-1.md	无需更新	none		GET THE RELEASE	非基岩正式版更新日志	1177
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-16-2.md	无需更新	none		FEATURES	非基岩正式版更新日志	28297
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-16-3.md	无需更新	none		Fixed bugs in 1.16.3	非基岩正式版更新日志	1533
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-16-4.md	无需更新	none		Features	非基岩正式版更新日志	2826
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-16-5.md	无需更新	none		GET THE RELEASE	非基岩正式版更新日志	1390
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-17-1.md	无需更新	none		CHANGES IN 1.17.1	非基岩正式版更新日志	7349
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-18-1.md	无需更新	none		TECHNICAL CHANGES IN 1.18.1	非基岩正式版更新日志	2388
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-18-2.md	无需更新	none		CHANGES IN 1.18.2	非基岩正式版更新日志	19781
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-18.md	无需更新	none			非基岩正式版更新日志	57152
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-19-1.md	无需更新	none		Features	非基岩正式版更新日志	13390
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-19-2.md	无需更新	none		FIXED BUGS IN 1.19.2	非基岩正式版更新日志	1445
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-19-3.md	无需更新	none			非基岩正式版更新日志	54902
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-19-4.md	无需更新	none			非基岩正式版更新日志	62862
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-19.md	无需更新	none			非基岩正式版更新日志	54573
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-1.md	无需更新	none		Fixed bugs in 1.20.1	非基岩正式版更新日志	1977
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-2.md	无需更新	none			非基岩正式版更新日志	60335
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-3.md	无需更新	none			非基岩正式版更新日志	45713
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-4.md	无需更新	none		FIXED BUGS IN 1.20.4	非基岩正式版更新日志	1344
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-5-Armored-Paws.md	无需更新	none			非基岩正式版更新日志	154412
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-6.md	无需更新	none		FIXED BUGS IN 1.20.6	非基岩正式版更新日志	1518
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-20-Trails-Tales.md	无需更新	none			非基岩正式版更新日志	78561
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-1.md	无需更新	none		Minecraft Java 1.21.1 Released	非基岩正式版更新日志	1549
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-10-Hotfix.md	无需更新	none		Fixed bugs in 1.21.10	非基岩正式版更新日志	2232
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-11-Mounts-of-Mayhem.md	无需更新	none			非基岩正式版更新日志	107854
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-2-Bundles-of-Bravery.md	无需更新	none			非基岩正式版更新日志	123665
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-3.md	无需更新	none		Fixed bugs in 1.21.3	非基岩正式版更新日志	1661
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-4-The-Garden-Awakens.md	无需更新	none			非基岩正式版更新日志	78715
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-5-Spring-to-Life.md	无需更新	none			非基岩正式版更新日志	111997
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-6-Chase-the-Skies.md	无需更新	none			非基岩正式版更新日志	72246
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-7.md	无需更新	none		New Features	非基岩正式版更新日志	3916
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-8.md	无需更新	none		Fixed bugs in 1.21.8	非基岩正式版更新日志	2614
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-9-The-Copper-Age.md	无需更新	none			非基岩正式版更新日志	75468
A	feedback/Release-Changelogs/Minecraft-Java-Edition-1-21-Tricky-Trials.md	无需更新	none			非基岩正式版更新日志	119687
A	feedback/Release-Changelogs/Minecraft-Java-Edition-26-1-1-Hotfix.md	无需更新	none		Fixed bugs in 26.1.1	非基岩正式版更新日志	1416
A	feedback/Release-Changelogs/Minecraft-Java-Edition-26-1.md	无需更新	none			非基岩正式版更新日志	105257
A	feedback/Release-Changelogs/Minecraft-Java-Edition-Buzzy-Bees.md	无需更新	none		BUZZY BEES CHANGELOG	非基岩正式版更新日志	14560
A	feedback/Release-Changelogs/Minecraft-Java-Edition-Nether-Release.md	无需更新	none			非基岩正式版更新日志	105389
A	feedback/Release-Changelogs/Minecraft-Nether-Update-1-16-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	58296
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-1.md	无需更新	none			不属于当前站点翻译范围	902
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-2.md	无需更新	none			不属于当前站点翻译范围	657
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-3.md	无需更新	none			不属于当前站点翻译范围	847
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-4.md	无需更新	none			不属于当前站点翻译范围	608
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-5.md	无需更新	none			不属于当前站点翻译范围	1105
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-6.md	无需更新	none			不属于当前站点翻译范围	1015
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-7.md	无需更新	none			不属于当前站点翻译范围	1640
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-8.md	无需更新	none			不属于当前站点翻译范围	1153
A	feedback/Release-Changelogs/Minecraft-New-Nintendo-3DS-Edition-1-9.md	无需更新	none			不属于当前站点翻译范围	1337
A	feedback/Release-Changelogs/Minecraft-The-Wild-Update-1-19-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	28498
A	feedback/Release-Changelogs/Minecraft-Trails-Tales-1-20-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	46667
A	feedback/Release-Changelogs/Minecraft-Village-Pillage-1-11-0-Bedrock.md	无需更新	none			基岩日志但未到本批次翻译范围	15363
A	feedback/Release-Changelogs/Minecraft-Village-Pillage-1-14-0-Java.md	无需更新	none		VILLAGE & PILLAGE CHANGELOG	非基岩正式版更新日志	31812
A	feedback/Snapshot-Information-and-Changelogs/Caves-Cliffs-Prototype-Data-Pack-for-Minecraft-Java-Edition.md	无需更新	none			Java快照，不纳入基岩开发主线	2447
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-1-16-Release-Candidate.md	无需更新	none		FIXED BUGS IN 1.16 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	2124
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Ediition-1-17-Pre-release-4.md	无需更新	none		CHANGES IN 1.17 PRE-RELEASE 4	Java快照，不纳入基岩开发主线	3549
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-13-Pre-Release.md	无需更新	none		CHANGES IN 1.13.2-PRE1	Java快照，不纳入基岩开发主线	34730
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-2-PRE-RELEASE-4.md	无需更新	none		CHANGES IN 1.14.2 PRE-RELEASE 4	Java快照，不纳入基岩开发主线	10078
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-3-PRE-RELEASE-2.md	无需更新	none		CHANGES IN 1.14.3 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	12154
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-4-PRE-RELEASE-1.md	无需更新	none		CHANGES IN 1.14.4 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	5215
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-4-PRE-RELEASE-2.md	无需更新	none		CHANGES IN 1.14.4 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	6774
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-4-PRE-RELEASE-3.md	无需更新	none		CHANGES IN 1.14.4 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	6891
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-4-PRE-RELEASE-7.md	无需更新	none		CHANGES IN 1.14.4 PRE-RELEASE 7	Java快照，不纳入基岩开发主线	10673
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-PRE-RELEASE-5.md	无需更新	none		CHANGES IN 1.14 PRE-RELEASE 5	Java快照，不纳入基岩开发主线	15479
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-14-PRE2.md	无需更新	none		CHANGES IN 1.14.1 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	7387
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-2-PRE-RELEASE-1.md	无需更新	none		NEW FEATURES IN 1.16.2 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	5686
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-2-PRE-RELEASE-3.md	无需更新	none		FIXED BUGS IN 1.16.2 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	4298
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-3-Release-Candidate-1.md	无需更新	none		FIXED BUGS IN 1.16.3 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	1533
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-4-PRE-RELEASE-1.md	无需更新	none		NEW FEATURES IN 1.16.4 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	2614
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-4-PRE-RELEASE-2.md	无需更新	none		CHANGES IN 1.16.4 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	3829
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-4-Release-Candidate-1.md	无需更新	none		CHANGES IN 1.16.4 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	1906
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-PRE-2.md	无需更新	none		FIXED BUGS IN 1.16 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	16994
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-16-PRE-7.md	无需更新	none		FIXED BUGS IN 1.16 PRE-RELEASE 7	Java快照，不纳入基岩开发主线	32138
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-1-Pre-release-1.md	无需更新	none		CHANGES IN 1.17.1 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	5464
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-1-Pre-release-2.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	2681
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-1-Pre-release-3.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	2382
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-1-Release-Candidate-1.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	2011
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-Pre-release-1.md	无需更新	none		NEW FEATURES IN 1.17 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	14558
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-Pre-release-2.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	3102
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-Pre-release-3.md	无需更新	none		CHANGES IN 1.17 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	5505
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-Pre-release-5.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	2387
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-Release-Candidate-1.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	1881
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-17-Release-Candidate-2.md	无需更新	none		THE CAVES & CLIFFS PREVIEW	Java快照，不纳入基岩开发主线	2094
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-1-Pre-Release-1.md	无需更新	none		TECHNICAL CHANGES IN 1.18.1 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	2192
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-1-Release-Candidate-1.md	无需更新	none		FIXED BUGS IN 1.18 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	1891
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-1-Release-Candidate-2.md	无需更新	none		FIXED BUGS IN 1.18.1 RELEASE CANDIDATE 2	Java快照，不纳入基岩开发主线	1375
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-1-Release-Candidate-3.md	无需更新	none		GET THE RELEASE CANDIDATE	Java快照，不纳入基岩开发主线	1176
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-2-Pre-Release-1.md	无需更新	none		CHANGES IN 1.18.2 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	4193
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-2-Pre-Release-2.md	无需更新	none		TECHNICAL CHANGES IN 1.18.2 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	2198
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-2-Pre-Release-3.md	无需更新	none		FIXED BUGS IN 1.18.2 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	2245
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-2-Release-Candidate-1.md	无需更新	none		FIXED BUGS IN 1.18.2 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	1875
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-1.md	无需更新	none		CHANGES IN 1.18 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	7670
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-2.md	无需更新	none		TECHNICAL CHANGES IN 1.18 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	6675
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-3.md	无需更新	none		TECHNICAL CHANGES IN 1.18 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	9312
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-4.md	无需更新	none		FIXED BUGS IN 1.18 PRE-RELEASE 4	Java快照，不纳入基岩开发主线	10144
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-5.md	无需更新	none		CHANGES IN 1.18 PRE-RELEASE 5	Java快照，不纳入基岩开发主线	8082
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-6.md	无需更新	none		CHANGES IN 1.18 PRE-RELEASE 6	Java快照，不纳入基岩开发主线	3616
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-7.md	无需更新	none		CHANGES IN 1.18 PRE-RELEASE 7	Java快照，不纳入基岩开发主线	2114
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Pre-Release-8.md	无需更新	none		FIXED BUGS IN 1.18 PRE-RELEASE 8	Java快照，不纳入基岩开发主线	2016
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Release-Candidate-1.md	无需更新	none		TECHNICAL CHANGES IN 1.18 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	1786
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Release-Candidate-2.md	无需更新	none		FIXED BUGS IN 1.18 RELEASE CANDIDATE 2	Java快照，不纳入基岩开发主线	1456
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Release-Candidate-3.md	无需更新	none		FIXED BUGS IN 1.18 RELEASE CANDIDATE 3	Java快照，不纳入基岩开发主线	1368
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-18-Release-Candidate-4.md	无需更新	none		CHANGES IN 1.18 RELEASE CANDIDATE 4	Java快照，不纳入基岩开发主线	1312
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Pre-Release-1.md	无需更新	none		CHANGES IN 1.19.1 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	4988
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Pre-Release-2.md	无需更新	none		CHANGES IN 1.19.1 PRE-RELEASE 2	Java快照，不纳入基岩开发主线	4587
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Pre-Release-3.md	无需更新	none		CHANGES IN 1.19.1 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	3832
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Pre-Release-4.md	无需更新	none		TECHNICAL CHANGES IN 1.19.1 PRE-RELEASE 4	Java快照，不纳入基岩开发主线	2120
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Pre-Release-5.md	无需更新	none		CHANGES IN 1.19.1 PRE-RELEASE 5	Java快照，不纳入基岩开发主线	4159
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Pre-Release-6.md	无需更新	none		CHANGES IN 1.19.1 PRE-RELEASE 6	Java快照，不纳入基岩开发主线	3409
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-1-Release-Candidate-1.md	无需更新	none		CHANGES IN 1.19.1 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	4173
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-2-Release-Candidate-2.md	无需更新	none		**FIXED BUGS IN 1.19.2 RELEASE CANDIDATE 2**	Java快照，不纳入基岩开发主线	2145
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-3-Pre-Release-1.md	无需更新	none		TECHNICAL CHANGES IN 1.19.3 PRE-RELEASE 1	Java快照，不纳入基岩开发主线	6562
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-3-Pre-Release-3.md	无需更新	none		FIXED BUGS IN 1.19.3 PRE-RELEASE 3	Java快照，不纳入基岩开发主线	4133
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-3-Release-Candidate-1.md	无需更新	none		FIXED BUGS IN 1.19.3 RELEASE CANDIDATE 1	Java快照，不纳入基岩开发主线	3448
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-3-Release-Candidate-2.md	无需更新	none		FIXED BUGS IN 1.19.3 RELEASE CANDIDATE 2	Java快照，不纳入基岩开发主线	1966
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-3-Release-Candidate-3.md	无需更新	none		FIXED BUGS IN 1.19.3 RELEASE CANDIDATE 3	Java快照，不纳入基岩开发主线	2064
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-4-Pre-release-1.md	无需更新	none		IMPORTANT NOTE	Java快照，不纳入基岩开发主线	10934
A	feedback/Snapshot-Information-and-Changelogs/Minecraft-Java-Edition-1-19-4-Pre-Release-2.md	无需更新	none		TECHNICAL CHANGES	Java快照，不纳入基岩开发主线	5123
